Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
11.02.2014,Künzelsau,,Keltergasse,,x,,,,"Unbekannte waren in der Zeit von Freitag, 07. Februar bis Dienstag, 11. Februar 2014 in der Künzelsauer Keltergasse zu Gange. Nach dem bisherigen Stand der Ermittlungen hatte offenbar jemand versucht, in das Gebäude Nr. 33 einzudringen. An der Stadtmauer wurden Farbschmierereien verursacht. Ob beides miteinander in einem Zusammenhang steht, kann derzeit nicht näher verifiziert werden. Hinweise nimmt die Polizei Künzelsau unter der Tel.nre.: 07940 940-0 entgegen.",
12.02.2014,Brackenheim,,Hirnerweg,,x,,,,"Ein Wohnhaus im Brackenheimer Hirnerweg war in der Zeit von Sonntag bis Mittwoch das Ziel eines noch unbekannten Einbrechers. Der Täter wollte in einer Höhe von etwa 2,5 Meter ein Fenster aufbrechen, was ihm jedoch nicht gelang. Sachdienliche Hinweise nimmt die Polizei Brackenheim unter der Tel.Nr.: 07135 6096 entgegen.",
13.02.2014,Ittlingen,,Hauptstraße,,,x,,Bäckerei,"Weil er Hunger hatte wollte ein 15-Jähriger am Donnerstagabend in eine Bäckerei in der Ittlinger Hauptstraße einbrechen. Passanten beobachteten den Jungen bei seinen Versuchen in das Geschäft einzudringen und benachrichtigten die Polizei. Die Polizeibeamten konnten den verhinderten Einbrecher festhalten. Wie sich herausstellte, war der Jugendliche von zuhause weggelaufen.",
13.02.2014,Eppingen,,Eichendorffstraße,,x,,,,"Dreiste Wohnungseinbrecher Am Donnerstagabend drangen bislang noch unbekannte Einbrecher in der Eppinger Eichendorffstraße in ein Wohnhaus ein. Nachdem sie ein Fenster aufgehebelt hatten entwendeten sie Schmuckstücke in noch nicht bekanntem Wert. Dass die Einbrecher ziemlich dreist vorgingen, lässt sich daraus erkennen, dass die Hausbewohner zur Tatzeit im Haus waren, jedoch nichts bemerkten. Hinweise auf verdächtige Wahrnehmungen bitte an die Polizei Eppingen, 07262/6095-0.",
13.02.2014,Erlenbach,,Hafenmarkt,,x,,,,"Noch ist unklar, wie hoch der Sachschaden ist, der beim Einbruch in eine Kleintierzuchtanlage in Erlenbach, Hafenmarkt, am Donnerstagabend entstand. Bislang Unbekannte zerschnitten dort am gestrigen Donnerstag zwischen 19 und 21.30 Uhr an verschiedenen Stallungen die Drahtgeflechte und gelangen so in die Außengehege. Nach bisherigen Erkenntnissen entwendeten sie vierzehn Hühner und zwei Hähne. Das Polizeirevier Neckarsulm sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben; Hinweise unter Telefon 07132/9371-0",
13.02.2014,Heilbronn,,Fritz-Haber-Straße,,x,,,,"Ein Einbruchsversuch in eine Wohnung in der Sontheimer Fritz-Haber-Straße verlief für einen Unbekannten am Donnerstag erfolglos. Der Täter wollte das Schloss der Eingangstür mit einem Schließbesteck öffnen. Dieses brach jedoch ab, so dass nur ein Sachschaden in noch nicht bekannter Höhe entstand. Personen, die im Tatzeitraum zwischen 9.00 und 13.30 Uhr, verdächtige Wahrnehmungen im Bereich der Fritz-Haber-Straße gemacht haben, sollten sich beim Polizeirevier Heilbronn, Telefon 07131 104 2500, melden.",
13.02.2014,Offenau,,Birkenstraße,,x,,,,"In ein Wohnhaus in der Birkenstraße in Offenau drangen am Donnerstag Unbekannte ein. Die Täter verschafften sich über die rückwärtig gelegene Terrassentür gewaltsam Zugang zum Wintergarten und von dort schließlich in die Wohnräume. Im Obergeschoß durchsuchten sie im Schlafzimmer und den Kinderzimmern sämtliche Schränke und fanden schließlich ein neuwertiges iPad4, das sie mitnahmen. Wer im Tatzeitraum zwischen Donnerstag, 08.30 Uhr, und 18:45 Uhr, etwas Verdächtiges im Bereich des Wohngebietes bemerkt hat, sollte sich beim Polizeiposten Bad Friedrichshall, Telefon 07136 980321, melden.",
13.02.2014,Pfedelbach,,Brunnenfeldstraße,,,x,,,"Glücklicherweise hielt die Stahltür stand - diese Erfahrung durfte ein Einbrecher in der Nacht zum Donnerstag, in der Pfedelbacher Brunnenfeldstraße machen. Der Täter hatte dort versucht, mit einem Werkzeug die Tür zu einem Getränkelager zu öffnen. Der Unbekannte schaffte es jedoch nicht, ins Innere des Lagers zu gelangen. Sachdienliche Hinweise nimmt die Polizei Öhringen unter der Tel.Nr.: 07941 930-0 entgegen.",
13.02.2014,Talheim,,Hühnerbrünnele,,x,,,,"Die Abwesenheit der Hausbesitzer nutzten bislang unbekannte Einbrecher am Donnerstag in der Zeit zwischen 10.30 und 21.00 Uhr in Talheim aus. Im ""Hühnerbrünnele"" hebelten sie ein Fenster eines Einfamilienwohnhauses auf. Im Haus durchsuchten sie nahezu alle Räumlichkeiten. Mit Schmuck in noch unbekanntem Wert machten sie sich von dannen. Die Polizei sucht Zeugen; wer verdächtigte Personen beobachtet hat, möge sich bitte beim Revier Weinsberg, Telefon 07134/992-0, melden. Hohenlohekreis",
15.02.2014,Untergruppenbach,,Finkenstraße,,x,,,,"Unbekannte Täter verschafften sich im Zeitraum zwischen Freitag 16:00 Uhr und Samstag 17:00 Uhr über die Terrassentür Zutritt zu einem Wohnhaus in der Finkenstraße in Untergruppenbach. Hierbei wurde die Terrassentür aufgehebelt und ein Tresor mit persönlichen Dokumenten und einem geringen Bargeldbetrag entwendet. Die Hauseigentümer waren über das Wochenende verreist. Der entstandene Sachschaden muss noch ermittelt werden.Sachdienliche Angaben zum Vorfall nimmt der Polizeiposten Untergruppenbach unter der Telefonnummer 07131 64463-0, entgegen.",
16.02.2014,Dörzbach,,Kapellenweg,,,,x,,"In der Zeit zwischen Samstag, 0.00 Uhr und Sonntag, 15.00 Uhr, stiegen Unbekannte in ein Motorrad-Vereinsheim im Dörzbacher Kapellenweg ein. Die Täter versuchten zunächst erfolglos die Eingangstür aufzuhebeln und schlugen schließlich die Fenster ein. So gelangten sie ins Innere des Gebäudes und entwendeten aus dem Küchenbereich drei Flaschen Hochprozentiges, wie Whiskey, Weinbrand und weißen Rum. Anschließend suchten sie auch in einer benachbarten Wochenendhütte und einem Wohnwagen Stehlenwertes. Auch hier gelangten sie über die Fenster in die Räumlichkeiten. Ob hier etwas gestohlen wurde steht noch nicht fest. Der bisher ermittelte Sach- und Diebstahlschaden beläuft sich auf etwa 250 Euro. Der Polizeiposten Krautheim nimmt unter der Telefonnummer 06294-234 Zeugenhinweise zu der Tat entgegen.",
16.02.2014,Dörzbach,,Kapellenweg,,x,,,,"In der Zeit zwischen Samstag, 00:00 bis Sonntag, 16:00 Uhr betraten unbekannte Täter unbefugt ein Wochenendgrundstück im Dörzbacher Kapellenweg. Sie brachen ein Fenster des darauf befindlichen Wochenendhauses mitsamt dem Fensterrahmen aus dem Mauerwerk heraus, stiegen so in das Haus ein und durchwühlten sämtliche Schränke. An einem Wohnwagen auf demselben Grundstück schlugen die Täter eine Scheibe ein und stiegen auch dort ein. Entwendet wurde jedoch nichts. Dennoch entstand dem Eigentümer ein Sachschaden von etwa 800 Euro. Zeugen die verdächtige Beobachtungen gemacht haben, werden gebeten, diese der Krautheimer Polizei unter Telefon 06294 234 mitzuteilen. Für Rückfragen stehen wir Ihnen unter der Telefonnummer 07131 104-1010 gerne zur Verfügung.",
16.02.2014,Obersulm,,Breitäcker,,x,,,,"Am Sonntag brach ein bislang unbekannter Täter zwischen 13:00 Uhr und 19:00 Uhr in ein Wohnhaus im Breitäcker in Obersulm-Willsbach ein, während der 16-jährige Sohn des Hauses in seinem Zimmer schlief. Die Polizei in Obersulm bittet um sachdienliche Zeugenhinweise an die Telefonnummer: 07130 7077.",
17.02.2014,Bretzfeld,,Franz-Schulz-Straße,,,x,,,"Am Montagabend drang ein bislang Unbekannter in ein Firmengebäude in der Bretzfelder Franz-Schulz-Straße ein. Nachdem er ein Fenster eingeschlagen und hierdurch ins Gebäude eingestiegen war, löste die Alarmanlage aus. Der Täter flüchtete ohne Beute. Der angerichtete Sachschaden wird auf zirka 750 Euro beziffert. Wer zur Tatzeit im dortigen Bereich verdächtige Wahrnehmungen gemacht hat, sollte sich bei der Polizei in Öhringen, Telefon 07941/930-0, melden.",
17.02.2014,Eppingen,,Scheuerlesstraße,,x,,,,"Zwischen Samstag und Montag versuchte ein bislang unbekannter Täter in das Jugendhaus in der Scheuerlesstraße in Eppingen einzubrechen. Der Einbrecher versuchte zunächst einen Rolladen hochzuschieben und dann das Fenster einzutreten. Offenbar da ihm dies nicht wunschgemäß gelungen war, ließ er von weiteren Tathandlungen ab. Der Sachschaden dürfte bei knapp 1.000 Euro liegen.",
17.02.2014,Hohebach,,Feuerwehrgerätehaus,,,x,,,"In der Zeit von Samstag 14:00 bis Montag 10:00 Uhr drangen unbekannte Täter durch ein Fenster in das Feuerwehrgerätehaus in Hohebach ein und entwendeten mehrere Gegenstände und einen geringen Betrag an Bargeld. Der Sachschaden beläuft sich auf zirka 300 Euro. Sachdienliche Angaben nimmt die Polizei in Krautheim, Telefon 06294 234, entgegen.",
18.02.2014,Brackenheim,,Frankenbacher Straße,,,,,Autowerkstatt,"An einer angrenzenden Autowerkstatt in der Frankenbacher Straße schlugen die Langfinger ein Kunststoffelement ein und kamen so in die Räume. Dort nahmen sie eine Ledermappe mit einem niederen Bargeldbetrag mit. Der angerichtete Sachschaden ist, wie so oft wesentlich höher, als der Wert der gestohlenen Gegenstände und wird auf über 1.000 Euro geschätzt. Die Brackenheimer Polizei bittet Zeugen, die sachdienliche Hinweise geben können, sich unter Telefon 07135 6095-0 zu melden.",
18.02.2014,Bad Wimpfen,,,,,x,,,"Vermutlich in der Nacht zum Dienstag versuchte ein bislang unbekannter Einbrecher in ein Spielcasino in Bad Wimpfen einzubrechen. Über ein Vordach gelangte der Unbekannte an ein Fenster und machte sich daran, dieses aufzuhebeln. Ins Gebäude selbst gelangte er nicht. Ob das Fenster standhielt oder der Täter gestört wurde kann nicht gesagt werden. Am Fenster entstand Sachschaden in Höhe von etwa 1.500 Euro. Zeugen die verdächtige Beobachtungen gemacht haben, werden gebeten, diese der Wimpfener Polizei unter Telefon 07063 9334-0 mitzuteilen.",
18.02.2014,Brackenheim,,Theodoer-Heuss-Straße,,,x,,,"In insgesamt drei Brackenheimer Firmen verschaffte sich in der Nacht zum Dienstag ein bislang unbekannter Einbrecher gewaltsam Zutritt in die Räumlichkeiten. Eine Glasscheibe an der Türe einer Automobilfirma schlugen die Unbekannten ein und gelangten so in eine Abstellhalle. Da sie dort offenbar nichts Stehlenswertes fanden, führte ihr Weg weiter in einen nahegelegenen Metallverarbeitungsbetrieb, wo vermutlich außer einem Schlüssel nichts entwendet wurde.",
18.02.2014,Dürrenzimmern,,Fleiner Straße,,,x,,,In der Nacht auf Dienstag brachen bislang unbekannte Täter in ein Firmengebäude in der Fleiner Straße in Brackenheim-Dürrenzimmern ein. Offensichtlich gelangte der Täter durch ein eingeschlagenes Fenster ins Gebäudeinnere. Im Zuge seines Umschauens hinterließ er Sach- und Diebstahlsschäden in noch nicht bekannter Höhe. Zeugenhinweise nimmt die Polizei in Brackenheim unter der Telefonnummer: 07135 6096 entgegen.,
18.02.2014,Gemmingen,,Rainastraße,,x,,,,"Die Anwesenheit der Hausbesitzer nutzten bislang unbekannte Diebe am Dienstagnachmittag in Gemmingen, Rainastraße, aus. In der Zeit zwischen 16.15 und 19.30 Uhr hebelten sie ein Fenster eines Wohnhauses auf und kamen so ins Gebäude. Gestohlen wurden zwei Laptops, zwei Fahrräder, zwei Kameras und Schmuck im Gesamtwert von einigen tausend Euro. Möglicherweise wurden die Täter vor der Tat oder danach mit zwei Fahrrädern im dortigen Bereich beobachtet. Hinweise bitte an die Eppinger Polizei unter Telefon 07262/6095-0.",
18.02.2014,Heilbronn,,Goethestraße,,x,,,,"Die Abwesenheit der Wohnungseigentümer nutzten bislang unbekannte Einbrecher am Dienstagabend in der Heilbronner Goethestraße aus. Zwischen 18.45 und 19.30 Uhr kamen sie über das Treppenhaus zur Wohnungstüre der Geschädigten. Diese hebelten sie auf und konnten so die Wohnung betreten. Sie durchwühlten Schränke und Schubladen und verschwanden mit einem kleineren Bargeldbetrag, Schmuck und einer Digitalkamera. Der angerichtete Sachschaden dürfte bei etwa 800 Euro liegen. Die Kriminalpolizei Heilbronn sucht Zeugen, die im Tatzeitraum verdächtige Personen im dortigen Bereich gesehen haben, Hinweise unter Telefon 07131/104-9.",
18.02.2014,Öhringen,,Nussbaumweg,,x,,,,"Ein Mehrfamilienhaus im Öhringer Nussbaumweg war am Dienstag in der Zeit zwischen 8.45 und 15.30 Uhr das Angriffsziel bisher unbekannter Einbrecher. Sie drückten kurzerhand die Wohnungstüre ein. Mit einem geringen Bargeldbetrag und einer Sony Play Station 4 mit zwei Controllern suchten sie das Weite. Der angerichtete Sachschaden liegt bei rund 100 Euro. Die Polizei in Öhringen sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben. Hinweise unter Telefon 07941/9300.",
19.02.2014,Heilbronn,,Binderweg,,x,,,,"Am Mittwochnachmittag brach in Neckargartach ein bislang unbekannter Täter zwischen 17:20 und 19:20 Uhr in ein Wohnhaus im Binderweg ein. Er hatte die Terrassentüre an der Westseite des Gebäudes aufgebrochen und anschließend im Innenbereich diverse Türen, Schränke und Behältnisse durchwühlt. Den Gesamtwert des erlangten Diebesguts sowie den entstandenen Sachschaden konnten die Eigentümer noch nicht einschätzen. Die Polizei in Böckingen bittet um sachdienliche Zeugenhinweise an die Telefonnummer: 07131 20406-0.",
19.02.2014,Lauffen,,Nordheimer Straße,,,x,,,"Ein bislang unbekannter Einbrecher suchte in der Nacht zum Mittwoch ein Fitnessstudio in der Nordheimer Straße in Lauffen heim. Vermutlich durch ein Fenster, das der Unbekannte zuvor eingeschlagen hatte, gelangte dieser ins Innere des Gebäudes. Im Thekenbereich durchstöberte er Schränke und Schubladen, als er von zwei Putzfrauen überrascht wurde. Diese betraten gegen 00.50 Uhr das Studio und verließen nach Erkennen des Einbrechers vor Schreck das Gebäude und alarmierten die Polizei. Die Lauffener Polizei rückte schnell mit drei Streifen sowie einer weiteren Streife der Hundestaffel an und durchsuchte die Räumlichkeiten. Der Langfinger hatte mit einem vierstelligen Bargeldbetrag aus einer Kasse des Studios bereits das Weite gesucht. Eine Sofortfahndung blieb ohne Erfolg. Bei dem Einbrecher soll es sich um einen etwa 1,80 Meter großen, schlanken Mann im Alter von 25-30 Jahren handeln. Er soll mit einer schwarzen Wollmütze und einer grauen Kapuzenweste bekleidet gewesen sein. Weitere Ermittlungen dauern an. Zeugenhinweise werden erbeten an die Lauffener Polizei, unter Telefon 07133 209-0.",
20.02.2014,Brackenheim,,Brackenheimer Weg,,x,,,,"Auf frischer Tat ertappt wurde am Donnerstag ein Einbrecher in Brackenheim. In der Zeit zwischen 10 und 11:45 Uhr hatte er sich zunächst gewaltsam über die Terrassentür eines Anwesens im Alten Brackenheimer Weg Zugang zu den Innenräumen verschafft. Anschließend durchsuchte der die Zimmer bis plötzlich der Hauseigentümer heimkam. Der Täter gab Fersengeld und verschwand zusammen mit einem offensichtlichen Komplizen in einem grau-braunen Kastenwagen. Der Geschädigte las das Teilkennzeichen BAD- ab. Die beiden Männer beschrieb er als etwa 30 Jahre alt mit kurzen, blonden Haaren. Ob etwas gestohlen wurde, muss noch ermittelt werden. Der angerichtete Sachschaden beträgt zirka 500 Euro. Zeugenhinweise nimmt die Polizei in Brackenheim, Telefon 07135 6096, entgegen.",
21.02.2014,Eppingen,Richen,Oststraße,,x,,,,"Einbrecher suchten Wohnhaus auf Die Abwesenheit der Hausbesitzerin nutzten Unbekannte Freitagabend und brachen in ein Wohnhaus in der Oststraße ein. Die Täter wuchteten ein Toilettenfenster im Erdgeschoss auf und gelangten auf diesem Weg in das Wohnhaus. Sämtliche Räumlichkeiten wurden durchsucht. Die Täter konnten dabei mehrere Schmuckstücke erbeuten. Der Wert des Diebesgutes kann momentan noch nicht beziffert werden. Hinweise bitte an das Polizeirevier Weinsberg, Tel.Nr. 07134/9920",
22.02.2014,Gundelsheim,,Gottlieb-Daimer-Straße,,,x,,,"Einbruch in Firma Im Zeitraum Samstag, 18 Uhr, bis Sonntag, 7.30 Uhr, hebelte ein bislang noch unbekannter Einbrecher das Fenster einer Firma in der Gottlieb-Daimer-Straße auf. Hierdurch stieg er ein, hebelte im Innern noch eine verschlossene Bürotüre auf und entwendete eine Geldkassette mit einem geringeren Bargeldbetrag. Die Höhe des angerichteten Sachschadens ist noch nicht bekannt. Der Polizeiposten Gundelsheim, Telefon 06269/41041, nimmt Hinweise auf verdächtige Wahrnehmungen entgegen.",
22.02.2014,Lauffen,Nordheim,Breibachweg,,,,x,,"Am vergangenen Wochenende drang ein Unbekannter gewaltsam in das Nordheimer Sportheim im Breibachweg ein. In der Zeit zwischen Samstag, 21 Uhr, und Sonntag, 08.15 Uhr, schlug er eine Türverglasung ein und gelangte so in den Gastraum. Dort fand er zwei Bedienungsgeldbeutel mit Bargeld und diversen EC- und Kundenkarten und nahm sie mit. Der Sach- und Diebstahlschaden liegt bei über 2.000 Euro. Die Polizei in Lauffen nimmt unter Telefonnummer 07133 2090 sachdienliche Hinweise zu dem Einbruch entgegen.",
23.02.2014,Bretzfeld,Scheppach,Mühlstraße,,,x,,,"In Bretzfeld-Scheppach entwendeten bislang unbekannte Diebe in der Nacht zum Sonntag mehrere Autozubehörteile. Vermutlich zwischen 20 Uhr und 03.15 Uhr gelangten die Langfinger in eine Garage in der Mühlstraße und nahmen zwei Radkomplettsätze mit. Vier Reifen sollen auf schwarzlackierten 20""- Barracudafelgen montiert sein. Beim zweiten Radsatz handelt es sich um Original Audi Felgen für einen A3. Zudem wurde ein Subwoofer sowie eine Endstufe GrunchV-Drive und ein DVD-Player der Marke Kenwood gestohlen. Der Wert der Gegenstände wird auf etwa 3.250 Euro geschätzt. Zeugen, die verdächtige Beobachtungen gemacht haben werden gebeten, diese der Bretzfelder Polizei unter Telefon 07946 940010 zu melden.",
24.02.2014,Eppingen,,Frauenbrunner Straße,,,x,,,"In der Zeit zwischen Samstag 18:00 und Montag 08:30 Uhr gelangten unbekannte Täter in einen Markt für Tierbedarf in der Eppinger Frauenbrunner Straße. Die Täter benutzten wohl eine Holzpalette, um durch ein Fenster an der Rückseite des Marktes in das Gebäude einzusteigen. Ziel des Einbruchs war der Tresor des Marktes, der gewaltsam geöffnet und aus dem ein Betrag in noch unbekannter Höhe entwendet wurde. Sachdienliche Hinweise zur Tat nimmt die Polizei in Eppingen, Telefon: 07262 6095-0, entgegen.",
24.02.2014,Gundelsheim,,Gottlieb-Daimler-Straße,,,x,,,"Ein bislang unbekannter Täter stieg in der Zeit von Samstag 17:00 bis Montagmorgen 07:45 Uhr unbefugt in ein Fabrikgebäude in der Gundelsheimer Gottlieb-Daimler-Straße ein. Nachdem er eine Fensterscheibe mit einem Stein eingeschlagen und sich mit Hilfe des Besteigens einer Holzpalette in das Firmengebäude Zutritt verschaffte, durchwühlte er mehrere verschlossene Behältnisse. Etwas Stehlenswertes fand der Einbrecher offensichtlich jedoch nicht. Außer einem schwindend geringen Geldbetrag wurde nichts gestohlen. Er verursachte jedoch Sachschaden von rund 300 Euro. Sachdienliche Hinweise nimmt die Polizei in Gundelsheim, Telefon 06269 41041, entgegen.",
