Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
09.10.2014,Künzelsau,Ohrenbach,,Vereinsheim,,,"Bislang unbekannte Täter drangen in der Zeit zwischen Mittwoch, 08.10.2014, 22.00 Uhr und Donnerstag, 09.10.2014, 16.00 Uhr, in die am Ortsrand gelegene Vereinshütte ein, indem sie die Eingangstüre aufhebelten. Im Innenraum wurden verschiedene Behältnisse aufgewuchtet und ein Geldbetrag im unteren dreistelligen Bereich entwendet. Der angerichtete Sachschaden wird auf 200 Euro geschätzt."
09.10.2014,Eppingen,,Brettener Straße,Einkaufsmöglichkeit,,,"Auf Zigaretten hatte es ein derzeit noch unbekannter Täter bei einem Einbruch in eine Eppinger Tankstelle abgesehen. Nachdem er eine Tür aufgebrochen hatte, gelangte der Unbekannte in der Nacht zum Donnerstag in den Verkaufsraum des Gebäudes in der Brettener Straße. Dort entwendete er sämtliche Zigaretten im Wert von mehreren tausend Euro. Der Versuch, einen Tresor aufzubrechen, scheiterte jedoch. Auch die Tür zu einem angrenzenden Büro brach der Täter auf. In diesem durchstöberte der Unbekannte Schränke und Schubladen nach möglicher Diebesbeute, wurde jedoch nicht fündig. Zeugen, die etwas Verdächtiges beobachtet haben, sollten sich bei der Polizei, unter Telefon 07262 6095-0, melden."
09.10.2014,Leingarten,,Karlsruher Straße,Kindergarten,,,"Zwei Kindertagesstätten sowie ein Kindergarten waren in der Nacht zum Donnerstag in Leingarten die Ziele eines Einbrechers. Vermutlich derselbe Täter verschaffte sich gewaltsam Zutritt in die Einrichtungen in der Karlsruher Straße sowie in der Einsteinstraße. Dort durchstöberte er sämtliche Behältnisse und entwendete einen dreistelligen Bargeldbetrag. Weiterhin suchte er einen Kindergarten im Akazienrain heim. Er gelangte in die Räumlichkeiten, nachdem er ein Fenster aufgebrochen hatte. Auch dort entwendete er Bargeld in Höhe von mehreren hundert Euro. An den Gebäuden hinterließ der Unbekannte einen Sachschaden von mindestens 2.000 Euro. Zeugen, die etwas Verdächtiges beobachtet haben, sollten sich mit der Polizei Lauffen unter Telefon 07133 209-0 in Verbindung setzen."
09.10.2014,Leingarten,,Einsteinstraße,Kindergarten,,,"Zwei Kindertagesstätten sowie ein Kindergarten waren in der Nacht zum Donnerstag in Leingarten die Ziele eines Einbrechers. Vermutlich derselbe Täter verschaffte sich gewaltsam Zutritt in die Einrichtungen in der Karlsruher Straße sowie in der Einsteinstraße. Dort durchstöberte er sämtliche Behältnisse und entwendete einen dreistelligen Bargeldbetrag. Weiterhin suchte er einen Kindergarten im Akazienrain heim. Er gelangte in die Räumlichkeiten, nachdem er ein Fenster aufgebrochen hatte. Auch dort entwendete er Bargeld in Höhe von mehreren hundert Euro. An den Gebäuden hinterließ der Unbekannte einen Sachschaden von mindestens 2.000 Euro. Zeugen, die etwas Verdächtiges beobachtet haben, sollten sich mit der Polizei Lauffen unter Telefon 07133 209-0 in Verbindung setzen."
09.10.2014,Leingarten,,Akazienrain,Kindergarten,,,"Zwei Kindertagesstätten sowie ein Kindergarten waren in der Nacht zum Donnerstag in Leingarten die Ziele eines Einbrechers. Vermutlich derselbe Täter verschaffte sich gewaltsam Zutritt in die Einrichtungen in der Karlsruher Straße sowie in der Einsteinstraße. Dort durchstöberte er sämtliche Behältnisse und entwendete einen dreistelligen Bargeldbetrag. Weiterhin suchte er einen Kindergarten im Akazienrain heim. Er gelangte in die Räumlichkeiten, nachdem er ein Fenster aufgebrochen hatte. Auch dort entwendete er Bargeld in Höhe von mehreren hundert Euro. An den Gebäuden hinterließ der Unbekannte einen Sachschaden von mindestens 2.000 Euro. Zeugen, die etwas Verdächtiges beobachtet haben, sollten sich mit der Polizei Lauffen unter Telefon 07133 209-0 in Verbindung setzen."
09.11.2014,Güglingen,,Fasanenweg,,,,"In Güglingen hatten es Einbrecher ebenfalls auf Schmuck abgesehen. Wie erst am Dienstag bei der Polizei angezeigt wurde, brachen die Täter in der Zeit zwischen dem 3. und 9. November im Fasanenweg die Haustüre auf und gelangten so in das Gebäude. Hinweise über verdächtige Personen oder Fahrzeuge gehen an die jeweils zuständige Polizeidienststelle."
09.11.2014,Lauffen,,Charlottenstraße 87,Schule,,,"Durch ein Fenster stiegen Unbekannte am vergangenen Wochenende in das Hölderlin-Gymnasium in Lauffen ein. Im Gebäudeinneren suchten sie offensichtlich ausschließlich nach dem 300 Kilogramm schweren Geldschrank. Diesen stellten sie auf einen Rollwagen und fuhren ihn in die Herrentoilette. Dort schweißten sie ihn auf und stahlen daraus Bargeld in noch nicht bekannter Höhe. Danach verließen sie die Schule wieder durch ein Fenster. Wer am Wochenende im Bereich des Gymnasiums und in der Charlottenstraße verdächtige Personen oder ein Fahrzeug bemerkt hat, möge sich mit der Polizei in Lauffen, Telefon 07133 2090, in Verbindung setzen."
09.11.2014,Heilbronn,,Dieselstraße,Gaststätte,,,"Eine Gaststätte in der Heilbronner Dieselstraße war in der Zeit von Samstag bis Montag das Ziel eines bislang Unbekannten. Der Täter hatte zunächst ein Fenster aufgewuchtet und konnte so in das Innere des Gebäudes gelangen. Dort ließ er eine Geldbörse mit etwas Bargeld mitgehen, brach einen Spielautomaten auf und entnahm aus diesem das Geld. Welche Summe der Einbrecher erbeuten konnte, steht bislang nicht fest. Personen, die während des Wochenendes im Bereich der Dieselstraße diesbezüglich verdächtige Wahrmehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Heilbronner Polizei in Verbindung zu setzen."
09.12.2014,Mulfingen,Eberbach,Simprechtshäuser Straße ,,,,"Eine als Treffpunkt genutzte Hütte in Mulfingen-Eberbach war am Dienstagabend Ziel eines Einbrechers. In der Zeit zwischen 20 und 23 Uhr, verschaffte sich der Täter gewaltsam Zugang zu dem Gebäude in der Simprechtshäuser Straße und entwendete eine Geldkassette mit einem geringeren Bargeldbetrag sowie Getränke, in erster Linie Spirituosen, von noch nicht bekanntem Wert. Unter Umständen könnte ein im Bereich des Tatorts beobachteter Autofahrer, der mit einem dunklen 3er-BMW unterwegs war, im Zusammenhang mit dem Einbruch stehen. Weitere Hinweise hierzu nimmt der Polizeiposten Krautheim, Telefon 06294 234, entgegen."
28.12.2014,Ahorn,Berolzheim,,Kindergarten,,,"Eine leere Geldkassette war die Beute von Unbekannten in der Nacht zum Sonntag in Ahorn-Berolzheim. Die Täter kletterten über ein Gartentor und brachen eine Terrassentüre am Gebäude des Kindergartens auf. Im Büro öffneten sie gewaltsam einen Schrank und entnahmen daraus die Geldkassette, in der sich allerdings nichts befand. Deshalb ließen sie diese auf einem Stuhl zurück und flüchteten ohne Beute."
28.12.2014,Wertheim,Waldenhausen,,Kindergarten,,,"Ungebetenen Besuch erhielt der Kindergarten in Wertheim-Waldenhausen. Nachdem die Einbrecher ein Fenster aufgewuchtet hatten, stiegen sie ins Gebäude ein und hebelten dort Schubladen und Schränke auf. In zwei Geldkassetten fanden sie gerade mal 25 Euro Bargeld. Der entstandene Sachschaden beläuft sich dagegen auf über 1.000 Euro."
19.12.2014,Schöntal,Oberkessach,Auweg,Vereinsheim,,,"Bereits in der Zeit zwischen Sonntag, 14. Dezember, und Freitag, 19. Dezember, brachen Unbekannte in das Schützenhaus im Oberkessacher Auweg ein. Nachdem ein Fenster an der Gebäuderückseite eingeschlagen wurde, konnten sie ins Gebäude einsteigen. Entwendet wurde eine Spendendose mit Bargeld; der angerichtete Sachschaden in Höhe von rund 200 Euro liegt damit aber weit höher als das Diebesgut. Hinweise auf den/die Einbrecher nimmt der Polizeiposten Krautheim unter Telefon 06294 234 entgegen."
26.12.2014,Neckargerach,,Hauptstraße,Vereinsheim,,,"Das Sportheim in der Neckargeracher Hauptstraße war das Ziel unbekannter Einbrecher. In der Zeit zwischen Samstag, 20. Dezember, und Freitag, 26. Dezember, verschafften sie sich nach Aufhebeln der Eingangstüre Zutritt zum Gebäude. Sie entwendeten einige Flaschen Whiskey der Marke Jack Daniels. Der Sachschaden liegt bei rund 200 Euro. Die Beamten des Polizeipostens Diedesheim, Telefon 06261 6757-0, nehmen Zeugenhinweise entgegen."
29.12.2014,Werbach,,Friedhofstraße 8,Kindergarten,,,"In der Zeit von 22. Dezember, 13.00 Uhr, bis 29. Dezember, 18.30 Uhr, verschaffte sich ein Unbekannter gewaltsam Zutritt zu einem Werbacher Kindergarten in der Friedhofstraße. Der Einbrecher hebelte die Nebeneingangstüre auf und durchsuchte sämtliche Räumlichkeiten. Hierbei fielen ihm ein Laptop und ein geringer Bargeldbetrag in die Hände. Zeugen, die während der Tatzeit verdächtige Beobachtungen gemacht haben, werden gebeten, sich an die Tauberbischofsheimer Polizei, Telefon 09341 810, zu wenden."
29.12.2014,Ilsfeld,,Kernerstraße,,,,"Vermutlich wie im Film dürfte sich der Zeuge eines Einbruchs am Montag in Ilsfeld gefühlt haben, nachdem er beobachtete, wie zwei Unbekannte einen Tresor davon tragen wollten. Gegen 18 Uhr brachen die Langfinger die Kellertür eines Einfamilienhauses in der Kernerstraße auf und gelangten so ins Innere. Dort durchstöberten sie die Wohnräume nach möglichem Diebesgut und entwendeten einen Möbeltresor, den sie nach draußen schleppten. Beim Abtransport wurden die Täter jedoch vom Zeugen beobachtet, der die ihm unbekannten Männer ansprach. Diese ließen daraufhin den Tresor zurück und rannten in Richtung Ortsmitte davon. Durch Klopfzeichen warnten die beiden Einbrecher womöglich noch zwei Komplizen, die in einem dunklen PKW, ähnlich einem C-Klasse Mercedes, im Bereich der Brückenstraße / König-Wilhelm-Straße warteten und daraufhin in Richtung Heilbronn davon fuhren. Eine Fahndung der Polizei mit mehreren Streifen erbrachte keinen Erfolg. Die Unbekannten hatten zwischenzeitlich das Weite gesucht. Sofern Zeugen verdächtige Beobachtungen gemacht haben, die im Zusammenhang mit dem Einbruch stehen könnten, werden diese gebeten, sich mit der Weinsberger Polizei unter Telefon 07134 992-0 in Verbindung zu setzen."
30.12.2014,Öhringen,,Kuhallmand,Einkaufsmöglichkeit,,,"In der Nacht von Montag, 29.12.2014 auf Dienstag 30.12.2014, schlug ein unbekannter Täter ein Oberlichtfenster der Eingangstüre eines Getränkemarktes in der Kuhallmand ein. Im Anschluss wurde durch das Oberlichtfenster in den Getränkemarkt eingestiegen. Im Getränke-markt entwendete er ein wenig Wechselgeld. Zudem wurden sämtliche Zigaretten (ca, 400 Schachteln der gängigen Marken) aus dem Verkaufsregal entwendet."
30.12.2014,Hardheim,Gerichtstetten,Stationsweg 17,Schule,X,,In der Zeit vom 19.12. bis 30.12.2014 wuchteten unbekannte Täter ein Fenster unweit des Haupteinganges auf. Dadurch entstand ein Sachschaden in Höhe von mehreren hundert Euro. Nach ersten Ermittlungen wurde von den Tätern nichts entwendet.
31.12.2014,Öhringen,,Anton-Pilgram-Straße,,,,"Vermutlich ohne Beute verschwand ein Unbekannter nach einem Einbruch in ein Haus in der Öhringer Anton-Pilgram-Straße in der Zeit zwischen Mittwoch, 16:30 Uhr, und Donnerstag, 4:00 Uhr. Durch ein Fenster, dessen Scheibe er zunächst einschlug, stieg er ins Gebäude ein. Vermutlich verletzte er sich an den Glasscherben. Die Öhringer Polizei sucht Zeugen, die zur Tatzeit verdächtige Wahrnehmungen gemacht haben. Hinweise unter Telefon 07941 930-0."
31.12.2014,Siegelsbach,,Bahnhofstraße,Firmengebäude,,,"Rund 1.000 Euro Sachschaden richteten bislang unbekannte Täter in der Silvesternacht bei einem Einbruch in eine Siegelsbacher Firma an. Zwischen 00:40 Uhr und 9 Uhr überstiegen die Unbekannten einen Zaun, der das Gelände in der Bahnhofstraße umgibt und gelangten durch das Öffnen eines Fensters in die Räumlichkeiten des Gebäudes. Mit brachialer Gewalt schlugen sie mit einem Feuerlöscher, den sie zuvor im Haus vorgefunden hatten, zwei verschlossene Bürotüren ein und durchstöberten Schränke und Schubladen nach möglichem Diebesgut. Dabei fiel ihnen lediglich ein einstelliger Bargeldbetrag in die Hände. Ferner versuchten die Einbrecher eine Metalltür eines separaten Gebäudeteils aufzubrechen. Dies gelang ihnen jedoch nicht. Offenbar auch nichts Stehlenswertes fanden die Langfinger im Inneren eines geparkten LKW, den sie offensichtlich durchstöbert hatten. Weitere Gegenstände entwendeten die Täter nach bisherigen Erkenntnissen nicht. Zeugen, die etwas Verdächtiges beobachtet haben oder weitere sachdienliche Hinweise geben können, sollten sich bei der Eppinger Polizei unter Telefon 07262 6095-0 melden."
